SMILES,Solubility
CCC1=CC2=C(S1)N=C(SCCO)N(CCC1=CC=CC=C1)C2=O,Soluble
CC(C)SC1=NN=C(N1)C=CC1=CC=CC=C1C,Soluble
CC(C)C(=O)N1CCN(CC1)C(=O)C1=CC=C2NC3=C(CC(C)CC3)C2=C1,Soluble
CC(C)C(=O)N1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=CC=C2)CC1,Soluble
CC1=C(SC(=N1)C1=CC=C(F)C=C1)C(=O)OC1CCOC1=O,Soluble
O=C1N(C2CCCCC2)C(=S)NC1=CC1=CSC=C1,Soluble
CN1C=C(C(=O)NCC(=O)NC(C)(C)C)C2=C1C=CC=C2,Soluble
S=C1N(CN2CCCCC2)N=C(C2CC2)N1CC1=CC=CC=C1,Soluble
NC1=NN=C(N1)SCC1=CSC(COC2=CC=C(Cl)C=C2)=N1,Soluble
CC(C)N1CCC(CC1)NCC1=CC=C(C=C1)N1C=NC2=C1C=CC=C2,Soluble
CC1CN(CC2=NC3=C(C=CC(Cl)=C3)N2CC2=CC=CC=C2)CC(C)O1,Soluble
CC1CN(CC(C)O1)C(=O)C1=CC=C2NC3=C(CCCC3)C2=C1,Soluble
FC1=CC=C(C=C1F)S(=O)(=O)N1CCN(CC2=CC=CS2)CC1,Soluble
ClC1=CC=C(OC2=CC=CC=C2)C(NC(=O)CN2N=CC3=C(C=CC=C3)C2=O)=C1,Soluble
CC1=NN(C(C)=C1)C1=CC=C(C=C1)C(=O)OCC1=NC2=C(C=CC=C2)N=C1C,Soluble
CC(=O)NC1=CC=CC=C1OCC1=CC(=O)N2C=CSC2=N1,Soluble
FC1=CC=C(NC(=O)CSC2=CC=CC=C2C(=O)N2CCN(CC2)C(=O)C2CC2)C=C1,Soluble
ClC1=CC=CC(=C1)N1CCN(CC1)C(=O)C1=CNN=C1C1=CC=CC=C1,Soluble
COC1=CC=C(C=C1Br)C(=O)CSC1=NN=C(COC2=CC(C)=CC=C2C)O1,Soluble
CCC1=CC=C(C=C1)C1=NN(CN2CCN(CC2)C2=NC=CC=N2)C(=S)N1,Soluble
CC1=NN(CN2CCN(CC2)C2=NC=CC=N2)C(=S)N1C1=CC=C(C)C=C1,Soluble
CC1=CC=CC=C1N1C(=S)N(CN2CCN(CC2)C2=NC=CC=N2)N=C1C1=CC=NC=C1,Soluble
S=C1N(CN2CCN(CC2)C2=NC=CC=N2)N=C(N1C1=CC=CC=C1)C1=CC=CS1,Soluble
S=C1NC(=NN1CN1CCN(CC1)C1=NC=CC=N1)C1=CC=CS1,Soluble
COC1=CC=C(CN2CCN(CC2)C(=O)C2=CC3=C(CCC3)S2)C=C1,Soluble
CC1=CC=C(C=C1)C(CN1CCOCC1)NC(=O)C1=CC(=NN1C1=CC=CC=C1)C1CC1,Soluble
CN(CC1=NC2=C(S1)C=CC=C2)C1=NC=CC=N1,Soluble
O=C(COC1=CC=C2C=CC=CC2=C1)NCCC1=NN=C2CCCCCN12,Soluble
CC1=CC=CC(NC(=O)CCN2C=NC3=C(C=CC=C3)C2=O)=N1,Soluble
CCN(CC)C(=O)CSC1=NN=C(N1C1=CC=CC=C1)C1=CC=CC=C1,Soluble
COCCC1=CC=C(C=C1)C1=CSC(NC(=O)C2=CC=C(CNC(N)=O)C=C2)=N1,Soluble
COC1=CC=C(CNC2CCN(CC3=CC=CC=C3)C2)C(OC)=C1OC,Soluble
NC1=NN=C(SCC2=NC(=NO2)C2=CC=CC=C2Cl)S1,Soluble
CC1=C(Cl)C(CSC2=NN=CS2)=NC2=C1C=CC=C2,Soluble
COC1=CC(=CC=C1OCC1=COC(=N1)C1=CC=CS1)C#N,Soluble
O=C(COC(=O)C1=CC=CC(=C1)N1C=CC=C1)N1CCNC1=O,Soluble
O=C(NCC1=CC=CO1)C1=CC=C(C=C1)N1C=CC=C1,Soluble
COC1=CC(C=C2C(=O)NC(=O)C3=CC=CC=C23)=CC(Cl)=C1O,Soluble
CC1=CC=CC(NC(=O)CNC(=O)CSC2=CC=C(F)C(F)=C2)=C1C,Soluble
CCOC(=O)C1=CC=C(NC(=O)C(CCSC)NC(=O)C2=CC=CO2)C=C1,Soluble
CCCCN1C(=O)NN=C1SCC(=O)C1=C(C)N(C2CC2)C(C)=C1,Soluble
CC(C)NC(=O)CN1CCC(CC1)C(=O)C1=CC=C2OCCOC2=C1,Soluble
COC1=CC=C(NC(C)=O)C=C1NC(=O)COC(=O)C1=CC=CC=C1C,Soluble
CC1=CC=C(CN2N=CC=C2NC(=O)COC2=CC=C(C=C2)C#N)C=C1,Soluble
CC1=C(C)C2=C(S1)N=CN=C2SCC1=NN=NN1C1=CC=CC=C1,Insoluble
COC1=CC=C(C=C1OC)C1=NC(C)=C(S1)C(=O)NC1CCCC1,Soluble
CCC1(NC(=O)N(CC2=COC(=N2)C2=CC=CS2)C1=O)C1=CC=CC=C1,Soluble
CN1C2=NN=C(CN3CCCC(C3)C(F)(F)F)N2C2=C(C=CC=C2)C1=O,Insoluble
FC(F)(F)C1CCCN(C1)C(=O)CCN1C(=O)C2=CC=CC=C2C1=O,Soluble
CSC1=NC=C(N1C1=CC=CC=C1)C(=O)NC1CCS(=O)(=O)C1,Soluble
CN1C=CN=C1C(NC(=O)CCC1CCCC1)C1=CC=C(F)C=C1,Soluble
CN1N=C(C=C1NC(=O)COC1=CC=C(C)C(C)=C1)C(C)(C)C,Soluble
CC(C)NC(=O)N1CCN(CC1)S(=O)(=O)C1=CC=C(C)C=C1C,Soluble
COC1=CC=NC(=N1)N1CCN(CC2=CC=C(Br)S2)CC1,Soluble
CC1=CC=C(C)C(=C1)N1C=NN=C1SCC1=CC(=O)N2C=CSC2=N1,Soluble
CC(SC1=NN=C(N1C)C1=CC=C(C=C1)C(C)(C)C)C#N,Soluble
O=C(CN1C(=S)NN=C1C1=CC=CS1)NC1CCCCC1,Soluble
COC1=CC(CN2C(=O)NC3(CCCCC3C)C2=O)=CC=C1OC(F)F,Soluble
OC12CC3CC(C1)CC(CC(=O)NC1=CC=C(C=C1)N1CCCCC1)(C3)C2,Soluble
CCOC1=CC=C(OCCN2CC3=CC=CC=C3CC2C(N)=O)C=C1,Soluble
CCOC1=CC=C(OCCSC2=NC=C(C#N)C(N)=N2)C=C1,Soluble
CCOC1=CC=C(OCCN2C=NC3=C(C=CS3)C2=O)C=C1,Soluble
BrC1=CC=C(S1)C1=CSC(CC(=O)N2CCOCC2)=N1,Soluble
CCN(CC)C(=O)C1=CC=C(NC(=O)CSC2=NN=C(C)N2C2CCCCC2)C=C1,Soluble
CCOC1=CC=CC=C1NC(=O)CC1=CSC=C1,Soluble
CC1=CSC(SCC(=O)C2=C(C)N(C(C)=C2)C2=NC=CS2)=N1,Soluble
CCN(CC)S(=O)(=O)C1=CC=C(CNC(=O)COC2=CC=CC=C2C)S1,Soluble
CC1=NN(N=C1C(=O)NCCOC1=CC=CC=C1)C1=CC=CC=C1,Soluble
CC1=CC=CC(N2CCN(CC(=O)NCC3=CC=C(F)C=C3)CC2)=C1C,Soluble
CC(C)CN1C(=O)N(CC(=O)C2=CC=C(CNC(=O)C(C)(C)C)S2)C(=O)C1=O,Soluble
FC(F)(F)CNC(=O)CN1CCN(CC1)C1=CC=CC=C1,Soluble
COC1=CC=C(C(=O)OCC(=O)NC(C)(C#N)C2CC2)C(F)=C1,Soluble
CCN(C(=O)C(C)SC1=NN=C(N1CC(C)C)C1=CC=C(OC)C=C1)C1=CC=CC=C1,Soluble
CCC1=CC=CC(CC)=C1NC(=O)COC(=O)C1=CC=CC(=C1)N1C=NN=N1,Soluble
FC1=CC=C(C=C1)C1=NN(CC(=O)N(CC2=CC=CO2)CC2=CC=CC=C2)C(=O)O1,Soluble
CC(OC1=CC=C(C=C1)C(N)=O)C(=O)C1=C(C)NC2=C1C=CC=C2,Soluble
CC(=O)NC1=CC=CC=C1OCC(=O)NC(=O)NC1=CC=CC=C1F,Soluble
CCC1=NN=C(NC(=O)C2=CC=C3NC(C)=C(C)C3=C2)S1,Soluble
FC1=CC=C(C=C1)N1C=NC=C1C(=O)NC1=CC=CC=C1,Soluble
CC1=CC(C(=O)COC2=CC=C(C=C2)C2=NN=CO2)=C(C)N1C1=CC=CC=C1,Soluble
FC1=CC=CC(=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1=CC(=NC2=C1C=CC=C2)C1=CC=CS1,Soluble
NC(=O)C1=CC=C(N(CC(=O)N2CCOCC2)C1=O)C(F)(F)F,Soluble
FC1=CC=C(C(F)=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1=COC=C1,Soluble
CC(SC1=NN=C(N1)C1CC1)C1=NC2=C(C=CC=C2)C(=O)N1,Soluble
CN1C=NN=C1SC1=CC=C(NS(=O)(=O)C2=CC=CC(F)=C2)C=C1,Soluble
CCC1=C(C(=O)OC)C(C)=C(N1)C(=O)NC1CCCCC1,Soluble
CCOC1=CC=C(CN(C)C2=C(Cl)C(=O)NN=C2)C=C1,Soluble
O=C(NC1=CC=C2C(CC3=CC=CC=C23)=C1)C=CC1=CC=CO1,Soluble
ClC1=CC=C2OC(CC2=C1)C(=O)NCC1=CC=C(NC(=O)C2CC2)C=C1,Soluble
COC1=CC(C)=C(NC(=O)C2(CCCC2)C2=CC=CC=C2)C=C1OC,Soluble
CC1=C(OC2=C1C=C(Cl)C=C2)C(=O)NCCC1=NC2=C(N1)C=CC=C2,Soluble
O=C(NCCOC1=CC=CC=C1)C1=CC=C(C=C1)C#N,Soluble
CC1=C(C)C2=C(N1)C=CC(=C2)C(=O)NC1=CC=C2OCCOC2=C1,Soluble
O=C(CCN1C(=O)NC2(CCCC2)C1=O)NCCSC1=CC=CC=C1,Soluble
COC1=CC=C(C=C1)C(=O)C=C1N(C)C2=CC=CC=C2C1(C)C,Soluble
O=C(CSC1=NN2C=NC3=C(C=CC=C3)C2=N1)NC1CC1,Soluble
CCSC1=NC2=C(N1CCC1=CC=C(OC)C=C1)C(=O)N(C)C(=O)N2C,Soluble
ClC1=CC=C(C=C1)C1=CN=C(CN2N=NC3=C(C=CC=C3)C2=O)O1,Soluble
FC1=CC=C(CNCC2=CNN=C2C2=CC=CS2)C=C1,Soluble
ClC1=CC=C(NC(=O)N2CCC(CC2)C2=NN=C3C=CC=CN23)C=C1,Soluble
FC1=CC=C(C=C1)N1CCN(CC1)C(=O)C1=CN(CC2=CC=CC=C2)N=C1,Soluble
C=CCN(C(=O)CN1C(=O)C2=CC=CC=C2S1(=O)=O)C1=CC=CC=C1,Soluble
NC(=O)CCSC1=NC2=C(C=CC=C2)C(=O)N1CCCC1=CC=CC=C1,Soluble
O=C(CC1=CC=C2C=CC=CC2=C1)NC1=CC=C(N=C1)N1CCOCC1,Soluble
CN1C=CN=C1C(NC(=O)C1CCC=CC1)C1=CC=C(Cl)C=C1,Soluble
O=C(CN1CCN(CC1)C(=O)C=CC1=CC=CO1)NC1CC1,Soluble
CCOC1=CC(CO)=CC(Cl)=C1OCC(=O)N(C)C,Soluble
CC1=CC=C(C=C1)C1=NNC(=S)N1CC(=O)NCCNC1=NC=C(C=C1Cl)C(F)(F)F,Soluble
CC1=CC=C(C=C1)N1C(=O)C(=CC2=CSC=C2)C2=CC=CC=C2C1=O,Soluble
COC1=CC=C(OC)C(=C1)C1CCCN1C(=O)C1=CC2=C(O1)C=CC=C2,Soluble
CNC(=O)C1=CC=C(CN(C)C(=O)CCCNC2=CC=CC=C2[N+]([O-])=O)C=C1,Soluble
CN(CC1=NC2=C(S1)C=CC=C2)C(=O)C1=CC=C(Br)C=C1,Soluble
CC1=CC=C(SCCNC(=O)C2=NNC(=O)C3=C2C=CC=C3)C=C1,Soluble
CN1N=NN=C1SCC1=C(C)OC(=N1)C1=CC=CC=C1,Soluble
CC1CC(C)CN(C1)C(=O)CN1C(=O)NC2(CCC3=CC=CC=C23)C1=O,Soluble
CC(=O)N1CCCN(CC1)C1=NC2=C(Cl)C(C)=NN2C2=C1C=CC=C2,Soluble
CC(NS(=O)(=O)C1=CC=C(C=C1)C#N)C1=CC=C(C=C1)N1C=CN=C1,Soluble
COC1=CC=C(C=C1)C1=NC(C=CC(=O)N2CCCC2)=CS1,Soluble
CC1=CC=CC(=C1)N1N=NN=C1SCC1=NC(=NO1)C1=CSC=C1,Soluble
COC1=CC(=CC(Br)=C1O)C(=O)OCC(=O)N(C)C,Soluble
COC1=CC=CC=C1N1CCN(CC2=NN=NN2C2=CC=CC=C2)CC1,Soluble
COC(=O)C1CCN(CC2=NC(=NO2)C2=CC=C(Cl)C=C2)CC1,Soluble
C(C1CCN(CC2=NN=NN2C2=CC=CC=C2)CC1)C1=CC=CC=C1,Soluble
CC1CC(C)CN(CC(=O)NC2=C(C#N)C(C)=C(C)N2CC2CCCO2)C1,Soluble
CC1=CC=CC(N2CCN(CC3=NN=NN3C3=CC=CC=C3)CC2)=C1C,Insoluble
CC1=C(SC(=N1)C1=CC=C(Cl)C=C1)C(=O)N1CCCC1,Soluble
C(N1CCC(=CC1)C1=CC=CC=C1)C1=NN=NN1C1=CC=CC=C1,Soluble
CC(C)(C)C(=O)N1CCC(CC1)C(=O)NC1=NC2=C(S1)C=CC=C2,Soluble
O=C(CN1CCN(CC1)C1=CC=CC=N1)NC(=O)NCC1=CC=CC=C1,Soluble
CC1CCCCN1CCCNC1=NN=NN1C1=CC=CC=C1,Soluble
O=C1OCCC1SC1=NN=C(NCCC2=CC=CC=C2)S1,Soluble
CC(C)SC1=NN=C(O1)C1=CC=CC(=C1)S(=O)(=O)N1CCOCC1,Soluble
CC1=CC(=CC(C)=C1)N1N=NN=C1SCC1=NC(=NO1)C1=CSC=C1,Soluble
CC(C)NC(=O)CN1CCN(CC1)C(=O)NC1=CC=CC=C1,Soluble
COC1=CC2=C(CN(CC2)C(=O)C=CC2=CC(F)=CC3=C2OCOC3)C=C1OC,Soluble
CN1C=CN=C1SCC(=O)N1C2=CC=CC=C2SC2=CC=CC=C12,Soluble
CCC1=CC=C(C=C1)C(=O)CN1C(=O)C(=CC=C1C(F)(F)F)C(N)=O,Soluble
COC1=CC=C(C=C1)C1=NNC=C1CNC(C)C1=CC=C2OCCOC2=C1,Soluble
COC1=CC=C(C=C1)C1=NNC=C1CNCC1=CC=C(Cl)C=C1,Soluble
CN(CC(=O)NC1=CC=CC(F)=C1)C(=O)CCC(=O)C1=CC=C(Cl)S1,Soluble
CCSC1=NN=C(NC(=O)C2=CC=C(OC)C(F)=C2)S1,Soluble
NC(=O)C1=C(NC(=O)CCC(=O)N2CCC3=CC=CC=C3C2)SC=C1,Soluble
CC1=CC=CC(OCCNC(=O)CCNC(=O)NC2=CC=CC=C2)=C1,Soluble
CN(CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1)C(=O)CCC1NC(=O)NC1=O,Soluble
O=C(CN1CCN(CC1)C(=O)C1=CN=CN1C1=CC=CC=C1)NC1CC1,Soluble
COC1=CC=CC=C1C(=O)NC(CCSC)C(=O)NC1=CC=C2OCOC2=C1,Soluble
O=C(CN1CCN(CC1)C(=O)C=CC1=CC=C(C=C1)N1C=CN=C1)N1CCCC1,Soluble
BrC1=CC2=C(OCCO2)C=C1NC(=O)C1=CC=CC=C1CC1=CC=CC=C1,Soluble
CC(=O)N1CCC(CC1)C(=O)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,Soluble
COC1=CC=C(Br)C=C1CN(C)C(=O)CCC(=O)C1=CC=C(C)S1,Soluble
CN(CC1COC2=CC=CC=C2O1)C(=O)CCNC(=O)C1=CC=C(Cl)C=C1,Soluble
CC1=C(C(=O)N2CCN(CC3=CC=C(Br)S3)CC2)C(C)=NO1,Soluble
O=C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=CC=C2C=CC=CC2=N1,Soluble
COC1=CC=C(C=C1)C(CNC(=O)C1=C(C)ON=C1C)N(C)C,Soluble
COC1=CC=C(OCCN(C)C(=O)C2=CC=C(O2)C2=CC=CC=C2F)C=C1,Soluble
O=C(CN1CCCCCC1=O)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,Soluble
COC1=CC=C(C=C1)S(=O)(=O)N(CC1=CC=CO1)CC1=CC=CS1,Soluble
ClC1=CC=C(N2C=NC=N2)C(NC(=O)CSC2=NN=C(O2)C2=CC=CO2)=C1,Soluble
COC1=CC=C(OCCSC2=NC(O)=C3C(C)=CC(C)=NC3=N2)C=C1,Soluble
CN(C)C1=CC=CC(=C1)C(=O)OCC1=CC(=O)N2C=CSC2=N1,Soluble
CC1=CC=C(OCC(=O)NC(C2=CC=CC=C2)C2=CC=NC=C2)C=C1C,Soluble
COC1=CC=CC=C1N1CCN(CC1)C(=O)C1=CN2C=CC(C)=CC2=N1,Soluble
CC1CCC2(CC1)NC(=O)N(CC(O)COC1=CC(C)=CC=C1C)C2=O,Soluble
CC1(NC(=O)N(CC2=NOC(=C2)C2=CC=CC=C2)C1=O)C1=CC=CC=C1,Soluble
ClC1=CC=C(Cl)C(OC2=NN=NN2C2=CC=CC=C2)=C1,Soluble
CS(=O)(=O)NC1CCN(CC1)C(=O)C1=CC2=C(CCCCCC2)S1,Soluble
ClC1=CC=C(CN2C(=O)NC3(CCCCCC3)C2=O)C=C1,Soluble
ClC1=CC=CC=C1N1CCN(CC1)C1=NN2N=NN=C2C=C1,Soluble
CN(CC1=CC=C2OCCOC2=C1)S(=O)(=O)C1=CC=C(C=C1)C(C)=O,Soluble
O=C1CCC(=NN1C1CCS(=O)(=O)C1)C1=CC=CC=C1,Soluble
FC(F)(F)C1=CC=CC(CC(=O)NCCC2=NC3=C(S2)C=CC=C3)=C1,Soluble
ClC1=CC=CC(=C1)C1=NOC(COC(=O)C2=NNC3=C2C=CC=C3)=N1,Soluble
CC1=C(C)C2=C(S1)N=C(NC2=O)C(=CC1=CC=C2C=CC=CC2=C1)C(=O)N1CCCC1,Soluble
COC1=CC(C=C2SC(NC2=O)=CC(=O)NC2=CC=C(C)C=C2)=CC(OC)=C1,Soluble
O=C(NC1=CC=CC=C1C(=O)NCC1=CN2C=CC=CC2=N1)C1=CC=CO1,Soluble
COCCNCC1=CN(N=C1C1=CC=C(OC)C=C1)C1=CC=CC=C1,Insoluble
O=C(CC1CC2CCC1C2)NC1=CC=C(C=C1)C1=NC=CS1,Soluble
COC1=CC=CC=C1N1C(=O)C2=C(SC3=C2CCC3)N=C1SCC#N,Soluble
CC(=O)N1CCC2=CC(NC(=O)C3CCN(CC3)C(=O)C(C)(C)C)=CC=C12,Soluble
CC1(NC(=O)N(CC2=CC=C(Cl)C=C2)C1=O)C1=CC=C(F)C=C1,Soluble
CCCC1(CCC)NC(=O)N(CC(=O)NC2=CC(F)=CC(F)=C2)C1=O,Soluble
CSC1=CC=C(NC(=O)CCN2C(=O)NC3(CCCCC3)C2=O)C=C1,Soluble
CC1CCC2(CC1)NC(=O)N(CC(=O)NC1=CC(C)=CC=N1)C2=O,Soluble
CCN1N=NN=C1SCC1=CC(=O)N2C=CSC2=N1,Soluble
CC1=NN(CN2CCN(CC2)C2=CC=CC=C2Cl)C(=S)N1CC=C,Soluble
CCN(CCNC(=O)C1=NNC(=O)C2=C1C=CC=C2)C1=CC=CC(C)=C1,Soluble
COC1=CC=C(NC(=O)C(C)N2CCN(CC2)S(C)(=O)=O)C=C1,Soluble
O=C1N(CC2=CSC(=N2)C2=CC=CS2)N=NN1C1=CC=CC=C1,Soluble
ClC1=CC=CC(=C1)C1=NOC(CN2N=NN(C2=O)C2=CC=CC=C2)=N1,Soluble
CC1=NN=C(SCC2=NOC(=C2C)C2=CC=C(F)C=C2)S1,Soluble
NC(=O)C1=CC=C(NC(=O)C2=CN(CC3=CC=CC=C3Cl)N=C2)C=C1,Soluble
CC1=CC(C(=O)OCC2=NN=C(O2)C2=CC=CS2)=C(C)N1C1CC1,Soluble
CN(CC1=CC=CC=C1N1CCOCC1)C(=O)NC1=CC=C(Cl)C=C1,Soluble
COC1=CC=C(CNC(=O)CN2CCC3=CC=CC=C3C2)C=C1OC,Soluble
O=C(NC1=NC2=C(CCCC2)S1)C1=NNC2=C1C=CC=C2,Soluble
CC1=CC=CC(N2CCN(CC2)C(=O)C2=CNC(=O)N2)=C1C,Soluble
COC1=CC=C(CN2C(SCCC(N)=O)=NC3=C(C=CC=C3)C2=O)C=C1OC,Soluble
CCC(CC)(NC(=O)CN1C=NC2=C(C=CC(F)=C2)C1=O)C#C,Soluble
ClC1=CC=C(SC2=CC=CC=C2NC(=O)CN2C=NC3=C(C=CC=C3)C2=O)C=C1,Soluble
COC1=CC(=CC2=C1OCCO2)C(=O)N1CCNC(=O)C1,Soluble
COC1=CC=C(OCCC(=O)NCC2(CCCCC2)N2CCCCC2)C=C1,Soluble
OC1CCC(CC1)NC(=O)C1=CC=C(C=C1)C(F)(F)F,Soluble
CC(=O)NC1=CC=C(CC(=O)NC2CCC(O)CC2)C=C1,Soluble
CSC1=NC(C)=C(CCC(=O)NC2CCC(O)CC2)C(C)=N1,Soluble
O=C(CSC1=NC(CN2CCOCC2)=NC2=C1C=CC=C2)N1CCC2=CC=CC=C2C1,Insoluble
CCOC1=CC(=CC(Br)=C1OCC(=O)NCC1=CC=CC=C1)C#N,Soluble
COC1=CC=C(NC(C)=O)C=C1NC(=O)CN1CCCC2=CC=CC=C12,Soluble
O=C(CN1CCN(CC1)C(=O)NC1=CC=CC=C1)NCC1=CC=CC=C1,Soluble
CC(C)N1N=CC2=C(C=C(N=C12)C(C)C)C(=O)OCC(=O)N1CCNC1=O,Soluble
OC1=CC=C(C=C1Br)C1NC(=O)C2=CC=CC=C2N1,Soluble
FC1=CC=C(C=C1)C1=CSC(=N1)C(=CC1=CC=CN=C1)C#N,Soluble
CC1CC1C(=O)NC1=C(OC2=C1C=CC=C2)C(=O)N1CCOCC1,Soluble
CN1C(=S)N(CN(CC2=CC=C(F)C=C2)C2CC2)N=C1C1=CC=CN=C1,Soluble
CN(CN1C(=O)NC(C)(C2CC2)C1=O)CC1=CC=CC=C1N1CCCCC1,Soluble
CC1=C(C(C)=NO1)S(=O)(=O)NCC1=CC=C(C=C1)N1CCCC1=O,Soluble
O=C1N(CN2CCN(CC2)C2=CC=CC=C2)N=NN1C1=CC=CS1,Soluble
COC1=CC=CC=C1N1CCN(CN2C(=O)OC3=C2C=CC(Cl)=C3)CC1,Soluble
COC1=CC=C(CN(CN2C(=O)NC3(CCCCC3C)C2=O)C2CC2)C=C1,Soluble
CC1NC(=S)N(CC2=CC=C(C=C2)C2=CSC(C)=N2)C1=O,Soluble
COC1=CC=C(CN2CCN(CN3N=C(C4CC4)N(C)C3=S)CC2)C=C1,Soluble
CCN(CN1N=C2CCCCCN2C1=S)C1CCS(=O)(=O)C1,Soluble
O=C(N1CCCC1)C1=CC=C2C(=O)N(C(=O)NC2=C1)C1=CC=CC=C1,Soluble
CC1NC(=S)N(CC2=CC=C(C=C2)N2CCCC2=O)C1=O,Soluble
CC1CCCCC11NC(=O)N(CN(C)CC2=CC=C(C=C2)N(C)C)C1=O,Soluble
CC(C)C(=O)N1CCN(CN2C=NC3=C2C=C(C)C(C)=C3)CC1,Soluble
CN(CN1C(=O)N(CC2=CC=CS2)C(=O)C1=O)CC1=CC=CC=C1,Soluble
CC1(NC(=O)N(CN2CCCC(C2)C(F)(F)F)C1=O)C1=CC=C(F)C=C1,Soluble
CC1=C(SC(COC2=CC=C(C)C=C2)=N1)C(=O)NC1CC1,Soluble
O=C(CCN1C(=O)NC2(CCCCC2)C1=O)NC1=NC2=C(S1)C=CC=C2,Soluble
CC(C)NC(=O)CN(C)C(C)C1=NC2=C(C(=CS2)C2=CC=CO2)C(=O)N1,Soluble
CS(=O)(=O)NC1CCN(CC1)C(=O)C1=CC2=C(CCCCC2)S1,Soluble
CCN1N=NN=C1SCC1=CSC(=N1)C1=CC=CC=C1OC,Soluble
O=C1N(CC2=CC=CO2)C(CN2CCCCC2)=NC2=C1C=CC=C2,Insoluble
CC(C)NC(=O)N1CCN(CC1)S(=O)(=O)C1=CC(F)=CC=C1F,Soluble
CC(C)NC(=O)CNC(=O)C1=C(C=CS1)S(=O)(=O)N1CCCCC1,Soluble
CC1CN(CCO1)C(=O)C1=CC2=C(S1)C1=C(S2)C=CC=C1,Soluble
CNC(=O)C1=C(C)N=C(S1)C1=CSC=C1,Soluble
COC(=O)COC(=O)C1=CC(=C(S1)N1CCOCC1)C1=CC=CC=C1,Soluble
O=C(CN1N=NN(C1=O)C1=CC=CS1)NC1=CC=C2OCCCOC2=C1,Soluble
CC(NC(=O)CSC1=NN=NN1C1CC1)C1=CC=CS1,Soluble
CC1CN(CC(C)O1)C(C)(C)CNC(=O)C1=CC=C2SC(C)C(=O)NC2=C1,Soluble
CC1CCCCN1CC(=O)NC1=C(C#N)C(C)=C(C)N1CC1CCCO1,Soluble
CN1C=CC=C1C(=O)NC(=O)CSC1=NCCS1,Soluble
CC(C)C1=CC=C(C=C1)C1=NOC(CSC2=NN=NN2C)=N1,Soluble
CCC1=CC=CC(CC)=C1NC1=NN=C(SC2CCOC2=O)S1,Soluble
CC1=NC2=C(O1)C=CC(NS(=O)(=O)C1=CC=C(C)C=C1)=C2,Soluble
CC(N(C)S(=O)(=O)C1=CC=C(F)C=C1)C1=CC=C(C=C1)N1C=NC=N1,Soluble
CN(CN1N=C2SC3=C(C=CC=C3)N2C1=S)CC(=O)NC(C)(C)C,Soluble
CCCCCN1C2=NN=C(CN3C(=O)NC4(CCCCC4)C3=O)N2C2=C(C=CC=C2)C1=O,Insoluble
CC(=O)NC1=CC=C(NC(=O)CC23CC4CC(CC(Br)(C4)C2)C3)C=C1,Soluble
FC1=CC=CC=C1CSC1=CC=CC=C1C(=O)NCC1=CN2C=CC=CC2=N1,Soluble
BrC1=C(Br)C=C(S1)C(=O)N1CCN(CC(=O)N2CCCC2)CC1,Soluble
CN(CC1=CC=CC=C1N1CCCC1)C(=O)C1CCCN(C1)C(=O)NC1=CC=CC=C1,Soluble
CC(NS(=O)(=O)C1=CC=C(C=C1)C(C)=O)C1=CC=C2OCOC2=C1,Soluble
COC(=O)C1=C(C)NC(C(=O)CSC2=NC=C3C=CC=CN23)=C1C,Soluble
CCN1C(=O)NN=C1SC(C)C(=O)C1=CC=C(Br)C=C1,Soluble
CS(=O)(=O)C1=CC=C(C=C1)C(=O)CSC1=NC=C(O1)C1=CC=C(F)C=C1,Soluble
O=C(C1CCN(CN2C=NC3=C2C=CC=C3)CC1)C1=CC=CC=C1,Soluble
CC(C)CN1N=NN(CN2CCC(CC2)C(=O)C2=CC=CC=C2)C1=S,Soluble
CCN1C=C(C#N)C(=O)N(CC(=O)C2=CC=C3OCCOC3=C2)C1=O,Soluble
CC1=NN=C(N1)SCC(=O)C1=CC=C(C=C1)N1CCCC1=O,Soluble
CC1CCN(CC1)C1=NN=C(SCC(=O)C2=CC=C(F)C=C2)N1C1CC1,Soluble
FC1=CC=C(C=C1)C(=O)COC(=O)C1=CC=C(N=C1)N1CCOCC1,Soluble
CN1C(=O)N(CN2CCC(CC2)C(=O)C2=CC=CC=C2)C2=C1C=CC=C2,Soluble
O=C(C1CCN(CN2N3C=CC=NC3=NC2=S)CC1)C1=CC=CC=C1,Soluble
CC1=NN=C(N1)SCC(=O)C1=CC=C(OC(F)F)C=C1,Soluble
CC1=CC=C(S1)C1=CSC(NC(=O)C2=CC(=O)C3=C(O2)C=CC=C3)=N1,Soluble
CC(SC1=NNC(=O)N1C1CC1)C(=O)C1=CC(C)=CC=C1C,Soluble
CC1=CSC(SCC(=O)C(C#N)C2=NC(C)=CS2)=N1,Soluble
ClC1=CC=C2N(CN3CCC(CC3)C(=O)C3=CC=CC=C3)C(=O)OC2=C1,Soluble
